ACC Macro,Bangdiwala B,Bennett S,Conditional Entropy,Cross Entropy,F1 Micro,FNR Micro,FPR Micro,Gwet AC1,Hamming Loss,Joint Entropy,Kappa No Prevalence,Mutual Information,NIR,Overall ACC,Overall RACC,Overall RACCU,PPV Micro,Reference Entropy,Response Entropy,Standard Error,TNR Micro,TPR Micro,mark_1,mark_2,mark_3,mark_4,mark_5
0.9979772567749025,0.9979772567749025,0.9959545135498048,0.021017730266126945,0.002921156992096773,0.9979772567749025,0.002022743225097656,0.002022743225097656,0.9979731611467392,0.002022743225097656,0.021017730266126945,0.9959545135498048,0.0,1.0,0.9979772567749025,0.9979772567749025,0.9979793025199796,0.9979772567749025,-0.0,0.021017730266126945,2.533203711629495e-05,0.9979772567749025,0.9979772567749025,1,0,0,0,0
0.9983119964599608,0.9983089060337303,0.996623992919922,0.00243424691040917,0.027588628808162152,0.9983119964599608,0.0016880035400390625,0.0016880035400390625,0.9983060490562936,0.0016880035400390625,0.028529402069270886,0.996623992919922,0.00811686768379295,0.9973974227905272,0.9983119964599608,0.9964876096182708,0.9964890342962462,0.9983119964599608,0.026095155158861717,0.010551114594202118,2.3145109379370967e-05,0.9983119964599608,0.9983119964599608,0,0,0,0,1
0.8921718597412109,0.8787743506379101,0.7843437194824219,0.4872714719274394,0.39888089440014535,0.8921718597412109,0.10782814025878906,0.10782814025878906,0.8653410521722366,0.10782814025878906,0.8114689203004943,0.7843437194824219,0.15945515122270293,0.9408159255981444,0.8921718597412109,0.7951247353139479,0.8007499092946091,0.8921718597412109,0.3241974483730551,0.6467266231501423,0.00017487580790604172,0.8921718597412109,0.8921718597412109,0,0,0,1,0
0.8915338516235352,0.8599540835838859,0.7830677032470703,0.4747951512578371,0.6160219852971451,0.8915338516235352,0.10846614837646484,0.10846614837646484,0.8443803446367842,0.10846614837646484,1.0387465640738949,0.7830677032470703,0.3201210231769599,0.8676118850708008,0.8915338516235352,0.6912130393102416,0.6969951714859235,0.8915338516235352,0.5639514128160579,0.794916174434797,0.00017532968169040665,0.8915338516235352,0.8915338516235352,0,0,0,1,0
0.8291492462158203,0.7856215218904945,0.6582984924316406,0.6515570229829775,0.6267796734676092,0.8291492462158203,0.1708507537841797,0.1708507537841797,0.7507598600993854,0.1708507537841797,1.1766452692016018,0.6582984924316406,0.1933383928334802,0.8814811706542969,0.8291492462158203,0.6736459376843413,0.6854865105287901,0.8291492462158203,0.5250882462186245,0.8448954158164577,0.00021220920615810915,0.8291492462158203,0.8291492462158203,0,0,1,0,0
0.7777032852172852,0.7645617809385121,0.5554065704345703,0.7643384250184332,0.4418366197860616,0.7777032852172852,0.22229671478271484,0.22229671478271484,0.7106262272896947,0.22229671478271484,0.9548015286112412,0.5554065704345703,0.02801096545203674,0.9707803726196288,0.7777032852172852,0.7463235317554789,0.7681992486764102,0.7777032852172852,0.19046310359280808,0.7923493904704699,0.00023442984749104785,0.7777032852172852,0.7777032852172852,0,1,0,0,0
0.9773483276367188,0.9771139369976124,0.9546966552734376,0.1517734653443593,0.06400010368550474,0.9773483276367188,0.02265167236328125,0.02265167236328125,0.9766594183974966,0.02265167236328125,0.19919642766685844,0.9546966552734376,0.01530004555631756,0.9947357177734376,0.9773483276367188,0.9702956102555618,0.9704844870211672,0.9773483276367188,0.04742296232249919,0.16707351090067685,8.389078122444276e-05,0.9773483276367188,0.9773483276367188,0,1,0,0,0
0.8753070831298828,0.8702368912700376,0.7506141662597656,0.5417029029160457,0.2739678384792159,0.8753070831298828,0.1246929168701172,0.1246929168701172,0.8533845572629651,0.1246929168701172,0.6831460156603492,0.7506141662597656,0.04974655390367967,0.979999542236328,0.8753070831298828,0.8429397364234319,0.8504760108644405,0.8753070831298828,0.1414431127443034,0.5914494568197254,0.00018626897706893383,0.8753070831298828,0.8753070831298828,0,1,0,0,0
0.9802207946777344,0.9800400062135716,0.9604415893554688,0.13586005801441306,0.05701678875136632,0.9802207946777344,0.019779205322265625,0.019779205322265625,0.979696929312893,0.019779205322265625,0.17868059728018965,0.9604415893554688,0.013819860914627474,0.9953374862670898,0.9802207946777344,0.9740562879978824,0.9741977273824888,0.9802207946777344,0.042820539265776655,0.14967991892904053,7.850653167060473e-05,0.9802207946777344,0.9802207946777344,0,0,1,0,0
0.975872039794922,0.975872039794922,0.9517440795898438,-0.0,-0.0,0.975872039794922,0.024127960205078125,0.024127960205078125,0.975282860277354,0.024127960205078125,0.1640290862641977,0.9517440795898438,0.0,0.975872039794922,0.975872039794922,0.975872039794922,0.9761631190267508,0.975872039794922,0.1640290862641977,-0.0,8.651594531257631e-05,0.975872039794922,0.975872039794922,1,0,0,0,0
0.9697580337524414,0.9678094735749478,0.9395160675048828,0.09724719170090672,0.3044545510644703,0.9697580337524414,0.030241966247558594,0.030241966247558594,0.9670955918044472,0.030241966247558594,0.3936558701460653,0.9395160675048828,0.10760058069584694,0.9476232528686525,0.9697580337524414,0.9188801108721236,0.919085554367939,0.9697580337524414,0.2964086784451585,0.20484777239675367,9.655530081773055e-05,0.9697580337524414,0.9697580337524414,0,0,1,0,0
0.8669281005859375,0.8552757150173277,0.733856201171875,0.51642359056065,0.3296055728554236,0.8669281005859375,0.1330718994140625,0.1330718994140625,0.8421740802183159,0.1330718994140625,0.8027241227349664,0.733856201171875,0.017470463317673657,0.9500226974487304,0.8669281005859375,0.8405924917697121,0.8431561786437669,0.8669281005859375,0.28630053217431634,0.5338940538783237,0.0001915023616386156,0.8669281005859375,0.8669281005859375,0,1,0,0,0
0.9966583251953124,0.9965796805845558,0.993316650390625,0.0245208660778243,0.09710642587305468,0.9966583251953124,0.0033416748046875,0.0033416748046875,0.9965739497420674,0.0033416748046875,0.1216265489937293,0.993316650390625,0.07187502495644886,0.9874744415283204,0.9966583251953124,0.975372376764426,0.9753723830963279,0.9966583251953124,0.09710568291590503,0.09639589103427317,3.253828490519812e-05,0.9966583251953124,0.9966583251953124,0,0,0,0,1
0.9528751373291016,0.9424980971337492,0.9057502746582032,0.2433932507311141,0.5044345739243529,0.9528751373291016,0.04712486267089844,0.04712486267089844,0.9411076561638072,0.04712486267089844,0.7477936637200429,0.9057502746582032,0.2674952790563645,0.8885078430175781,0.9528751373291016,0.8001841987133957,0.8001865709738922,0.9528751373291016,0.5044004129889287,0.5108885297874787,0.00011947649196631558,0.9528751373291016,0.9528751373291016,0,0,0,1,0
0.9883222579956056,0.9879313782273212,0.9766445159912108,0.08764167569161016,0.1250430572197021,0.9883222579956056,0.011677742004394531,0.011677742004394531,0.9878282910842184,0.011677742004394531,0.21058761712363425,0.9766445159912108,0.07923960796129717,0.9832220077514648,0.9883222579956056,0.959385704871238,0.959416798840266,0.9883222579956056,0.122945941432024,0.16688128365290733,6.057147398605905e-05,0.9883222579956056,0.9883222579956056,0,0,0,1,0
1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,1.0,0.0,-0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,1.0,1.0,0,0,0,0,1
0.9766454696655272,0.9766454696655272,0.9532909393310548,-0.0,-0.0,0.9766454696655272,0.023354530334472656,0.023354530334472656,0.9760936681779402,0.023354530334472656,0.1598820637089284,0.9532909393310548,0.0,0.9766454696655272,0.9766454696655272,0.9766454696655272,0.9769181867090992,0.9766454696655272,0.1598820637089284,-0.0,8.515172590052751e-05,0.9766454696655272,0.9766454696655272,1,0,0,0,0
0.8228874206542969,0.7623805364291298,0.6457748413085938,0.6005606525529772,0.7225177573310075,0.8228874206542969,0.17711257934570312,0.17711257934570312,0.7392931745389516,0.17711257934570312,1.3230773458396676,0.6457748413085938,0.1229264330367239,0.7997055053710938,0.8228874206542969,0.6793552420276683,0.6793553603074542,0.8228874206542969,0.7225166932866904,0.7234870855897011,0.0002152456243627893,0.8228874206542969,0.8228874206542969,0,0,0,0,1
0.9370698928833008,0.9230529202358908,0.8741397857666016,0.33231679101326034,0.4935078600777849,0.9370698928833008,0.06293010711669922,0.06293010711669922,0.919871273387838,0.06293010711669922,0.8185296324024063,0.8741397857666016,0.2493747222392457,0.8944931030273438,0.9370698928833008,0.7848007430293364,0.7853626255823656,0.9370698928833008,0.486212841389146,0.581691513252506,0.00013691613905522727,0.9370698928833008,0.9370698928833008,0,0,0,1,0
0.8606395721435547,0.8533647479753967,0.7212791442871094,0.5817701685840436,0.3048573734158227,0.8606395721435547,0.1393604278564453,0.1393604278564453,0.8333541478713405,0.1393604278564453,0.754689331010626,0.7212791442871094,0.03825809842813754,0.9741907119750975,0.8606395721435547,0.8280365980117494,0.8362670062069809,0.8606395721435547,0.1729191624265821,0.6200282670121812,0.0001952629323528745,0.8606395721435547,0.8606395721435547,0,1,0,0,0
